No Transaksi	Jenis Transaksi	Tanggal	Nama Pelanggan	Kode Produk	Nama Produk	Jumlah	Harga
548	Stok Masuk	20-06-2020	-	Item-06	Sabun Mandi Cair 100 ml	55	-
548	Stok Masuk	20-06-2020	-	Item-09	Roti Tawar	19	-
548	Stok Masuk	20-06-2020	-	Item-19	Obat Diare	56	-
549	Stok Masuk	21-06-2020	-	Item-09	Roti Tawar	12	-
549	Stok Masuk	21-06-2020	-	Item-16	Balsem Putih 20 gram	5	-
550	Penjualan	21-06-2020	Feri	Item-04	Kopi Instant	3	5200
550	Penjualan	21-06-2020	Feri	Item-05	Mi Goreng Instant	4	2600
551	Stok Masuk	22-06-2020	-	Item-03	Gula Pasir Putih 1 kg	36	-
551	Stok Masuk	22-06-2020	-	Item-08	Vitamin C	58	-
552	Stok Masuk	23-06-2020	-	Item-02	Bawang Putih 200 gram	24	-
552	Stok Masuk	23-06-2020	-	Item-07	Sabut Cuci Piring	10	-
552	Stok Masuk	23-06-2020	-	Item-09	Roti Tawar	19	-
553	Stok Masuk	24-06-2020	-	Item-05	Mi Goreng Instant	62	-
553	Stok Masuk	24-06-2020	-	Item-15	Ketan Hitam 500 gram	29	-
553	Stok Masuk	24-06-2020	-	Item-17	Obat Batuk	57	-
553	Stok Masuk	24-06-2020	-	Item-18	Telur Ayam Negeri	87	-
554	Stok Masuk	25-06-2020	-	Item-02	Bawang Putih 200 gram	54	-
554	Stok Masuk	25-06-2020	-	Item-03	Gula Pasir Putih 1 kg	41	-
554	Stok Masuk	25-06-2020	-	Item-04	Kopi Instant	13	-
554	Stok Masuk	25-06-2020	-	Item-09	Roti Tawar	13	-
554	Stok Masuk	25-06-2020	-	Item-10	Biskuit Waver Kaleng	70	-
555	Stok Masuk	26-06-2020	-	Item-05	Mi Goreng Instant	50	-
555	Stok Masuk	26-06-2020	-	Item-06	Sabun Mandi Cair 100 ml	80	-
555	Stok Masuk	26-06-2020	-	Item-13	Pisau Cukur	18	-
555	Stok Masuk	26-06-2020	-	Item-14	Teh Celup Melati	14	-
556	Stok Masuk	27-06-2020	-	Item-02	Bawang Putih 200 gram	54	-
556	Stok Masuk	27-06-2020	-	Item-03	Gula Pasir Putih 1 kg	34	-
556	Stok Masuk	27-06-2020	-	Item-08	Vitamin C	40	-
556	Stok Masuk	27-06-2020	-	Item-18	Telur Ayam Negeri	53	-
556	Stok Masuk	27-06-2020	-	Item-20	Gunting Kuku	14	-
557	Stok Masuk	28-06-2020	-	Item-09	Roti Tawar	19	-
557	Stok Masuk	28-06-2020	-	Item-11	Sabun Cuci Piring	73	-
558	Stok Masuk	29-06-2020	-	Item-05	Mi Goreng Instant	79	-
558	Stok Masuk	29-06-2020	-	Item-09	Roti Tawar	11	-
558	Stok Masuk	29-06-2020	-	Item-12	Beras Pulen 5 kg	28	-
559	Stok Masuk	30-06-2020	-	Item-02	Bawang Putih 200 gram	21	-
559	Stok Masuk	30-06-2020	-	Item-03	Gula Pasir Putih 1 kg	41	-
559	Stok Masuk	30-06-2020	-	Item-07	Sabut Cuci Piring	18	-
559	Stok Masuk	30-06-2020	-	Item-08	Vitamin C	55	-
559	Stok Masuk	30-06-2020	-	Item-17	Obat Batuk	49	-
559	Stok Masuk	30-06-2020	-	Item-19	Obat Diare	32	-
560	Stok Masuk	01-07-2020	-	Item-06	Sabun Mandi Cair 100 ml	74	-
561	Stok Masuk	02-07-2020	-	Item-01	Batere AA	30	-
561	Stok Masuk	02-07-2020	-	Item-09	Roti Tawar	11	-
561	Stok Masuk	02-07-2020	-	Item-18	Telur Ayam Negeri	76	-
562	Stok Masuk	03-07-2020	-	Item-02	Bawang Putih 200 gram	36	-
562	Stok Masuk	03-07-2020	-	Item-03	Gula Pasir Putih 1 kg	32	-
562	Stok Masuk	03-07-2020	-	Item-04	Kopi Instant	41	-
562	Stok Masuk	03-07-2020	-	Item-05	Mi Goreng Instant	64	-
562	Stok Masuk	03-07-2020	-	Item-10	Biskuit Waver Kaleng	36	-
562	Stok Masuk	03-07-2020	-	Item-13	Pisau Cukur	11	-
562	Stok Masuk	03-07-2020	-	Item-16	Balsem Putih 20 gram	5	-
563	Stok Masuk	04-07-2020	-	Item-09	Roti Tawar	17	-
563	Stok Masuk	04-07-2020	-	Item-14	Teh Celup Melati	24	-
564	Stok Masuk	05-07-2020	-	Item-08	Vitamin C	48	-
564	Stok Masuk	05-07-2020	-	Item-09	Roti Tawar	20	-
565	Stok Masuk	06-07-2020	-	Item-02	Bawang Putih 200 gram	21	-
565	Stok Masuk	06-07-2020	-	Item-06	Sabun Mandi Cair 100 ml	78	-
565	Stok Masuk	06-07-2020	-	Item-11	Sabun Cuci Piring	55	-
565	Stok Masuk	06-07-2020	-	Item-20	Gunting Kuku	17	-
566	Stok Masuk	07-07-2020	-	Item-09	Roti Tawar	10	-
566	Stok Masuk	07-07-2020	-	Item-15	Ketan Hitam 500 gram	29	-
566	Stok Masuk	07-07-2020	-	Item-18	Telur Ayam Negeri	81	-
567	Stok Masuk	08-07-2020	-	Item-03	Gula Pasir Putih 1 kg	48	-
567	Stok Masuk	08-07-2020	-	Item-05	Mi Goreng Instant	96	-
568	Stok Masuk	09-07-2020	-	Item-02	Bawang Putih 200 gram	57	-
568	Stok Masuk	09-07-2020	-	Item-09	Roti Tawar	12	-
568	Stok Masuk	09-07-2020	-	Item-10	Biskuit Waver Kaleng	36	-
569	Stok Masuk	10-07-2020	-	Item-08	Vitamin C	27	-
569	Stok Masuk	10-07-2020	-	Item-09	Roti Tawar	20	-
569	Stok Masuk	10-07-2020	-	Item-17	Obat Batuk	20	-
569	Stok Masuk	10-07-2020	-	Item-18	Telur Ayam Negeri	65	-
569	Stok Masuk	10-07-2020	-	Item-19	Obat Diare	59	-
570	Stok Masuk	11-07-2020	-	Item-02	Bawang Putih 200 gram	38	-
570	Stok Masuk	11-07-2020	-	Item-03	Gula Pasir Putih 1 kg	42	-
570	Stok Masuk	11-07-2020	-	Item-06	Sabun Mandi Cair 100 ml	78	-
570	Stok Masuk	11-07-2020	-	Item-14	Teh Celup Melati	73	-
571	Stok Masuk	12-07-2020	-	Item-04	Kopi Instant	10	-
571	Stok Masuk	12-07-2020	-	Item-05	Mi Goreng Instant	89	-
571	Stok Masuk	12-07-2020	-	Item-08	Vitamin C	37	-
571	Stok Masuk	12-07-2020	-	Item-09	Roti Tawar	11	-
571	Stok Masuk	12-07-2020	-	Item-12	Beras Pulen 5 kg	26	-
571	Stok Masuk	12-07-2020	-	Item-18	Telur Ayam Negeri	59	-
571	Stok Masuk	12-07-2020	-	Item-19	Obat Diare	25	-
572	Stok Masuk	13-07-2020	-	Item-02	Bawang Putih 200 gram	28	-
572	Stok Masuk	13-07-2020	-	Item-03	Gula Pasir Putih 1 kg	49	-
573	Stok Masuk	14-07-2020	-	Item-05	Mi Goreng Instant	89	-
573	Stok Masuk	14-07-2020	-	Item-07	Sabut Cuci Piring	5	-
573	Stok Masuk	14-07-2020	-	Item-09	Roti Tawar	16	-
573	Stok Masuk	14-07-2020	-	Item-15	Ketan Hitam 500 gram	20	-
573	Stok Masuk	14-07-2020	-	Item-16	Balsem Putih 20 gram	6	-
574	Stok Masuk	15-07-2020	-	Item-17	Obat Batuk	51	-
574	Stok Masuk	15-07-2020	-	Item-20	Gunting Kuku	13	-
575	Stok Masuk	16-07-2020	-	Item-01	Batere AA	36	-
575	Stok Masuk	16-07-2020	-	Item-02	Bawang Putih 200 gram	34	-
575	Stok Masuk	16-07-2020	-	Item-06	Sabun Mandi Cair 100 ml	51	-
575	Stok Masuk	16-07-2020	-	Item-09	Roti Tawar	17	-
575	Stok Masuk	16-07-2020	-	Item-11	Sabun Cuci Piring	76	-
575	Stok Masuk	16-07-2020	-	Item-18	Telur Ayam Negeri	78	-
575	Stok Masuk	16-07-2020	-	Item-19	Obat Diare	60	-
576	Stok Masuk	17-07-2020	-	Item-03	Gula Pasir Putih 1 kg	43	-
576	Stok Masuk	17-07-2020	-	Item-08	Vitamin C	59	-
576	Stok Masuk	17-07-2020	-	Item-09	Roti Tawar	20	-
576	Stok Masuk	17-07-2020	-	Item-12	Beras Pulen 5 kg	23	-
576	Stok Masuk	17-07-2020	-	Item-13	Pisau Cukur	16	-
576	Stok Masuk	17-07-2020	-	Item-17	Obat Batuk	51	-
577	Stok Masuk	18-07-2020	-	Item-02	Bawang Putih 200 gram	20	-
577	Stok Masuk	18-07-2020	-	Item-04	Kopi Instant	12	-
577	Stok Masuk	18-07-2020	-	Item-10	Biskuit Waver Kaleng	78	-
578	Stok Masuk	19-07-2020	-	Item-05	Mi Goreng Instant	90	-
578	Stok Masuk	19-07-2020	-	Item-09	Roti Tawar	14	-
578	Stok Masuk	19-07-2020	-	Item-19	Obat Diare	55	-
579	Stok Masuk	20-07-2020	-	Item-02	Bawang Putih 200 gram	41	-
579	Stok Masuk	20-07-2020	-	Item-03	Gula Pasir Putih 1 kg	50	-
580	Stok Masuk	21-07-2020	-	Item-07	Sabut Cuci Piring	15	-
580	Stok Masuk	21-07-2020	-	Item-09	Roti Tawar	10	-
580	Stok Masuk	21-07-2020	-	Item-14	Teh Celup Melati	25	-
580	Stok Masuk	21-07-2020	-	Item-18	Telur Ayam Negeri	90	-
581	Stok Masuk	22-07-2020	-	Item-06	Sabun Mandi Cair 100 ml	64	-
582	Stok Masuk	23-07-2020	-	Item-02	Bawang Putih 200 gram	30	-
582	Stok Masuk	23-07-2020	-	Item-05	Mi Goreng Instant	90	-
582	Stok Masuk	23-07-2020	-	Item-10	Biskuit Waver Kaleng	75	-
583	Stok Masuk	24-07-2020	-	Item-04	Kopi Instant	76	-
583	Stok Masuk	24-07-2020	-	Item-09	Roti Tawar	18	-
583	Stok Masuk	24-07-2020	-	Item-11	Sabun Cuci Piring	24	-
583	Stok Masuk	24-07-2020	-	Item-13	Pisau Cukur	9	-
584	Stok Masuk	25-07-2020	-	Item-03	Gula Pasir Putih 1 kg	35	-
584	Stok Masuk	25-07-2020	-	Item-08	Vitamin C	25	-
584	Stok Masuk	25-07-2020	-	Item-15	Ketan Hitam 500 gram	23	-
584	Stok Masuk	25-07-2020	-	Item-16	Balsem Putih 20 gram	10	-
584	Stok Masuk	25-07-2020	-	Item-19	Obat Diare	21	-
585	Stok Masuk	26-07-2020	-	Item-02	Bawang Putih 200 gram	53	-
585	Stok Masuk	26-07-2020	-	Item-09	Roti Tawar	18	-
585	Stok Masuk	26-07-2020	-	Item-18	Telur Ayam Negeri	78	-
586	Stok Masuk	27-07-2020	-	Item-01	Batere AA	44	-
586	Stok Masuk	27-07-2020	-	Item-05	Mi Goreng Instant	32	-
586	Stok Masuk	27-07-2020	-	Item-09	Roti Tawar	18	-
586	Stok Masuk	27-07-2020	-	Item-14	Teh Celup Melati	38	-
586	Stok Masuk	27-07-2020	-	Item-17	Obat Batuk	39	-
587	Stok Masuk	28-07-2020	-	Item-06	Sabun Mandi Cair 100 ml	56	-
587	Stok Masuk	28-07-2020	-	Item-12	Beras Pulen 5 kg	30	-
588	Stok Masuk	29-07-2020	-	Item-02	Bawang Putih 200 gram	26	-
588	Stok Masuk	29-07-2020	-	Item-03	Gula Pasir Putih 1 kg	30	-
588	Stok Masuk	29-07-2020	-	Item-04	Kopi Instant	27	-
588	Stok Masuk	29-07-2020	-	Item-05	Mi Goreng Instant	100	-
588	Stok Masuk	29-07-2020	-	Item-09	Roti Tawar	12	-
588	Stok Masuk	29-07-2020	-	Item-19	Obat Diare	34	-
588	Stok Masuk	29-07-2020	-	Item-20	Gunting Kuku	13	-
589	Stok Masuk	30-07-2020	-	Item-10	Biskuit Waver Kaleng	67	-
589	Stok Masuk	30-07-2020	-	Item-11	Sabun Cuci Piring	33	-
589	Stok Masuk	30-07-2020	-	Item-18	Telur Ayam Negeri	79	-
590	Stok Masuk	31-07-2020	-	Item-02	Bawang Putih 200 gram	26	-
590	Stok Masuk	31-07-2020	-	Item-03	Gula Pasir Putih 1 kg	50	-
590	Stok Masuk	31-07-2020	-	Item-07	Sabut Cuci Piring	6	-
590	Stok Masuk	31-07-2020	-	Item-09	Roti Tawar	15	-
